# gam   Re(L(rho))   Im(L(rho))
14.1347251417346937904572519836 1.87546003885258180138884844903 1.20371277562471186767437296061
21.0220396387715549926284795939 0.145828170403541419972913178221 -1.11005118470665121430803594468
25.0108575801456887632137909926 1.62208475508497947775798730733 -0.904288130770017519550167556436
30.4248761258595132103118975306 0.892961302501541329064438872496 1.99646941994053002188482839668
32.9350615877391896906623689641 0.738976597700898871638418980629 0.424840192462882466608024472208
37.5861781588256712572177634807 2.37329031089469905570109491114 -1.08421070695164529745100160375
40.9187190121474951873981269146 1.02388800521958652567495311422 0.549327415983585131766488581320
43.3270732809149995194961221654 3.41196449845771712395486322234 -1.15473161339274552675538070709
48.0051508811671597279424727494 0.343489152473980497832898426244 0.931394180259941939825893423631
49.7738324776723021819167846786 0.0471716830248946809748169295679 0.183206163265895964859340113739
52.9703214777144606441472966089 -0.281996614630489997394489299418 0.572673120045116158314399839280
56.4462476970633948043677594767 0.673637823239864285050432765996 -1.04970233836040574992421189579
59.3470440026023530796536486750 3.23987988976087962154752590240 0.166706387044526280716084296755
60.8317785246098098442599018245 1.22190712550403863595852474028 0.648077420320463511954146333292
65.1125440480816066608750542532 -0.232978407291865368674268862351 0.492721059291987328255819378634
67.0798105294941737144788288965 -0.181498486430156040065769083948 -1.90473717188543272849220866280
69.5464017111739792529268575266 1.89719680111971406804810938367 -0.0667425807907747335557247164727
72.0671576744819075825221079698 -0.0469167857952027421629284668528 -0.380488758395614168789985074952
75.7046906990839331683269167620 1.21133671452643276668664816884 1.07867414635453065776725617980
77.1448400688748053726826648563 0.974167547522812054529054717839 1.78767116503300682188285021837
79.3373750202493679227635928771 1.32020440341751357354005795068 -0.0938411284452976100505053293034
82.9103808540860301831648374948 2.21173994532986944701265776271 -2.43933435494134508096364034086
84.7354929805170501057353112068 -0.00298548569882375202506414783136 0.0117523479241819707433171963703
87.4252746131252294065316678509 0.567168212620736780077499874009 -0.255540645491787060677569340607
88.8091112076344654236823480795 3.64038794961555720468043443414 -0.248389136286541915157603696583
92.4918992705584842962597252418 -0.265950262989769350749356810411 0.806989680081095420429254256807
94.6513440405198869665979258152 1.89265139798447091918528809319 1.34486499016873591201232669418
95.8706342282453097587410292192 -0.280505098237425803764244484067 -0.863695367808806944891410627300
98.8311942181936922333244201386 0.0442320246643934798428848352378 0.314998408185000785880303710931
101.317851005731391228785447940 2.55809892566187926708661675014 -1.72125343974372419594965672096
103.725538040478339416398408109 0.689455261708870479259812107033 0.535848494846933455644450801935
105.446623052326094493670832414 4.31251896930714364407946978617 0.826550961969001150317764411496
107.168611184276407515123351963 0.936645047940653651200743839396 -0.287591141694111176995048263641
111.029535543169674524656450310 1.40435030064667516941860817575 1.92498085129926524144877629795
111.874659176992637085612078717 1.53835609398372625091491522880 -1.78848608131288135506666356766
114.320220915452712765890937276 1.31369196763343534178410169866 0.257207566294596075352340766861
116.226680320857554382160804312 -0.104572702780856158426294763824 0.0993637199894773483959477970665
118.790782865976217322979139703 0.668637642341833941383696288112 -0.00575599636929586597398818668459
121.370125002420645918945532970 1.87087742854060493390661922011 1.51862287844503881061882722924
122.946829293552588200817460331 1.71181412886503787284459791801 0.705986988700108390923123162138
124.256818554345767184732007966 1.70124468881681887169911401349 1.35725112011114729406918972749
127.516683879596495124279323767 1.87007976848698684841486259106 -0.357067738555168847029497042761
129.578704199956050985768033906 -0.0271524141840964342688193543388 -1.54505424981207037288671985204
131.087688530932656723566372462 -0.00371501452306260451735675164548 -0.0174549334877228145838508654098
133.497737202997586450130492043 0.851555251220232209090597634406 -0.949436446276913909024907022249
134.756509753373871331326064157 2.57127063590119139033587181622 -1.39504743396019507623260116694
138.116042054533443200191555190 -0.116142134272031779203410781193 -0.812299287806591303962095068681
139.736208952121388950450046523 2.47098442602954739270882192374 3.37833994655690854095489437584
141.123707404021123761940353818 -0.385666510992186479875605640343 -0.555334328630924312161611409622
143.111845807620632739405123869 0.538444787126346852604583128315 -0.210681513990900770680997460922
146.000982486765518547402507596 1.89924463378963335518035748115 -1.36225287211122208670385980509
147.422765342559602049521185010 1.39249889470407600588802394509 -1.18689053390578583862370898356
150.053520420784880351432467237 0.801891034755679620989293452367 -0.347014437537813507833094793359
150.925257612241466761852524678 1.98652224644853408368429737347 1.83075140905486285550287596367
153.024693811198896198256544255 1.59839031588911163203455467142 -2.06990099737784485150266600377
156.112909294237867569750189310 0.355870767277592520106738282706 2.43327979687740266340360011082
157.597591817594059887530503158 -0.313936830656193713860563987233 -0.700784851498977403118250808124
158.849988171420498724174994776 0.0966596737793460042291126364088 0.570380402674527738857597657837
161.188964137596027519437344129 0.496502289962357971876215814705 -0.580045359157508989467949157406
163.030709687181987243311039001 1.13640409319218214019706501673 2.54299495998027026448476363564
165.537069187900418830038919355 -0.0132241756130051355969541795383 0.370852549325594593430821858203
167.184439978174513440957756246 0.995548362243841164182572653610 1.27416608782632760712388365205
169.094515415568821489505871181 3.65604075105888702024181466015 -1.60623756364565278682559322705
169.911976479411698966699843596 -0.368469428975234398606780633170 -0.390373817328325363652894057389
173.411536519591552959846118649 0.0646665075861561316715261692925 -0.132211220928517464767104785870
174.754191523365725813378762456 0.399502809862834746510656226241 -0.857655925389687261814069716199
176.441434297710418888892641058 -0.269038694911515403792756847086 -0.633654009325942030208150964393
178.377407776099977285830935414 -0.0448941813939815066734829964024 0.0121679302591439011702063892476
179.916484020256996139340036612 2.80198430123022557611433296292 -2.70664962809384303217136932851
182.207078484366461915407037227 1.66702853547628032708617796793 0.130430466799184950959427251398
184.874467848387508800960646617 1.86124989743317967109209990952 0.0218801349712101769689079409320
185.598783677707471466527704268 0.189045548396837368962893393748 1.29497661435815768236581282524
187.228922583501851991641540586 0.604643060143371421689553363864 0.483322969377747978789091309823
189.416158656016937084852289100 0.0371610971743906229437059948812 -0.242498914256441875398551839618
192.026656360713786547283631426 0.374540397006288698056774334824 -2.16805644537987176020801961333
193.079726603845704047402205794 1.32613297063021892040633822562 -1.33875230987305878244130280295
195.265396679529235321463187815 3.01601319729935076160533092752 0.702021227563114715563282558634
196.876481840958316948622263915 0.845672930900711918433805097849 -0.481934585426760413252640109756
198.015309676251912424919918702 3.33781311410198000605282144817 -0.432526695874711007239457791085
201.264751943703788733016133428 0.182590196348483821123721454497 1.23716456769701224513489484397
202.493594514140534277686660638 -0.0176843138596122893247185777248 1.55372575367133411464249484919
204.189671803104554330716438386 -0.108595832802858016442337093246 -0.0742152451339824694885407723076
205.394697202163286025212379391 0.930988271484378323514596717506 0.971349650884275830485985393304
207.906258887806209861501967908 1.80089795094575051370233564220 2.58491056417197707091987631059
209.576509716856259852835644290 1.07300600083748817135269772383 0.0220316476316486190847802363461
211.690862595365307563907486731 -0.219930677088605294943131236793 -0.460340963225614724429209228407
213.347919359712666190639122021 1.57263844311610719023954434772 0.319993451547166424137230656079
214.547044783491423222944201073 4.27783428625574196025652688999 1.78844963714560671484882903895
216.169538508263700265869563354 0.831518927728935176265368806352 -0.406123867902645414278319596703
219.067596349021378985677256590 0.152188762377999039333729645920 -0.585591190304964280991247642614
220.714918839314003369115592634 1.08329594688515061191298136713 1.35533317684572691980964417499
221.430705554693338732097475119 1.49184199749998843797019456961 -1.78264083481176521896305289124
224.007000254604335211728875529 0.256081315075469454641297589214 -0.375833140018304448144504222334
224.983324669582287503782523681 1.37819933242931672048952393267 -0.357030758878346950885124651742
227.421444279679291310461436161 1.91931235824438327433725809883 -0.0553541018889052692452082063395
229.337413305525348107760083306 0.101542432611200380386217715077 1.16889719310484659386278329562
231.250188700499164773806186770 3.94278824261586108997070929154 -0.573752543356496348097812745520
231.987235253180248603771668539 -0.252843917930721209204699839157 -0.575541002206656000727084794321
233.693404178908300640704494733 1.95001221545131938693646836764 0.0664925972417224546235068185099
236.524229665816205802475507956 -0.813222769080269051745294438790 0.791347614905854235845330156377
237.769820480925204003236625926 3.43817805285644705687668650807 -3.23394293383665937349739740753
239.555477573327628740268932034 0.380067924604443213178434260548 0.652403243363837943387775625118
241.049157796216586412837921410 0.846092387094350531017840563441 0.386038519925770384440403071455
242.823271934222600016826474459 1.65397328645112746497245379268 -2.07804850220399151546201643211
244.070898497078158236816527990 1.16721735875558797966637617238 -1.48009282411757651957386638416
247.136990074897499467550968179 1.19813427023717932279993231874 1.17721635235348051532461564202
248.101990060148459256762142085 0.0529210800876700180225259543367 0.560068231261010171273806203007
249.573689644707209192329794189 1.62519131041754119245447872780 2.01031978332177158494464271724
251.014947795016001142954155104 -0.198951382840024685085681338066 -0.0790451524047210573953188687598
253.069986747999477194599013786 0.297795666317913599660536458342 2.32884647997946682741266848371
255.306256454914022753086491794 1.05910967226820681054744768310 -2.09212956893345930118664611530
256.380713694434477789358382340 0.277221244912855404942240205626 -0.231929357968732058268102207731
258.610439491531368208983058645 0.569011999963348063487627767545 -0.0563103262336803043627853605565
259.874406989678000350672844614 2.98630067385590976094717396688 -0.555982103285008922523443189109
260.805084504596870185931233472 1.93101979881240066130595659912 1.26363599196298568006938224671
263.573893904870132233081588131 1.32492381734474327443360737490 -0.299095332733715935328653773317
265.557851838876320292477308964 2.30331018200057945739244796159 3.40298472595944322458092909036
266.614973781501072495720112974 -0.391030512172168779766563741845 -2.33210960484521227718323940291
267.921915082824059440378967172 0.138190967545684066770327525465 0.344786615564735862846205525797
269.970449023997602594693505319 0.912401856459634298398170809766 -1.24025131333782911446117993425
271.494055641644999018179416758 0.201057080578743031331997858409 1.35703646439488080035647700085
273.459609188403287045714250299 2.17427423427795024633597755674 -1.19308396016300217433873372122
275.587492649343841248740702619 0.735600904367786805646418770848 0.217678090518338473799823906591
276.452049503132938679887343638 1.28440930212470104654427134126 3.25447028646862738019466107651
278.250743529841954492748276711 1.58821272969209949355837161781 -0.520079882290224202751940261104
279.229250927745189228409880452 1.60222363986535223102562703171 0.480636423622183829276897258499
282.465114765052096233027201187 0.130644457185743323871663502245 0.521349131669525351162386372557
283.211185733233867420493837943 1.63603518036889982513128671510 -1.14837884812956411237305828591
284.835963980904724133157633923 -0.0570681761449715460395226248325 -0.465448818878203350200387190921
286.667445363002884292847624146 1.22508971539451298650570371964 -0.216230991985681174310319879311
287.911920501422187155254120272 0.308166769589552114128977357724 -0.0867119402481975379476817360197
289.579854929218834152738023569 0.343958364920755548781580573362 -3.81879751561083567676448800433
291.846291329067395835513054425 -0.0282511140225630244010501999842 0.0574883649128868286636278616439
293.558434139356285356776697106 1.27913204455416815979595971413 1.06429441146968785583801472038
294.965369619265542175066448639 3.04126459123189402202660307088 0.473348347854960589145056132457
295.573254878958292388460831459 0.181090527525818321619212840472 -1.34674816528054099976986741940
297.979277061943415209929682958 0.0397081687953399184363971584088 -0.354986664081137588366629674485
299.840326053721312960027052525 3.36644445033779936956402211084 -0.202657835710375444984679465479
301.649325462194183623470100208 -0.145893085901972002660307914417 -1.44544888478231616929829070072
302.696749589606917051751477095 0.182758811829185544957348416558 -0.620166775690249079701991385473
304.864371340857297700148749903 1.01530160343471261697380947571 -0.867382885268269308350649249668
305.728912602036809289222821262 3.76089626292106095194629639936 0.594067816044832099878340957521
307.219496128170054789410033400 0.150229477888029043512450294498 -0.110012838517024630587486704091
310.109463146701898804786219768 0.446973678873759511800250211703 1.03242716993906605225958614317
311.165141530356003270942670800 0.132970841205364897745559860094 2.30245051852139881148824012617
312.427801180600891980485983093 -0.241927420434838544428038997936 -0.923110227706647479806791134515
313.985285731158922979048965755 0.229257905201943385639378034938 0.0791463190099568199506382020106
315.475616089475733868596078144 1.11209405001837951505842579623 -0.572571554113432518253456741747
317.734805942370180395645494205 3.16782106424158422472289276409 -0.596068252628849363679378063674
318.853104256316597906689184548 1.57833683831351123523633522178 -0.0225028775015575343810417213382
321.160134309113578291921471417 2.67530795826299468389485103709 0.366021506846161215706555145693
322.144558672482932298837445006 0.301766644936597311580526575627 0.233268432267495635891294731279
323.466969557512050506212030415 4.78852291725522294332813314021 1.36882495407789306034207231205
324.862866051739613264980086995 1.17779920223651550670951722065 -0.364090887498048470345282454285
327.443901261905457343469263816 -0.648663741332711026513270448088 0.821705853167545980205475729806
329.033071680480934033614727577 -0.451907953149087623087828953091 -0.972615168629253603537532971299
329.953239728233866343892122189 0.0844024952482167247256574720784 -0.334674547566210358188518897794
331.474467582663424375661753866 0.797426458860436561356667440320 0.985302152900981200574879169105
333.645378524869850584961683081 0.483104610314082326518409153403 2.26565649467074884332964549700
334.211354833244383232403407959 3.26959273584701408618904223864 -0.513958418617240714906832727698
336.841850428390684794654762919 0.618897138758635359606393551445 -0.826191051742594616092565276396
338.339992850806611886257326087 0.0891862593892683882623690034934 0.367333429390495594079243307400
339.858216725363540192326550931 4.44731403653156579680025075563 1.84995620519205452347679869528
341.042261111046560482597784599 1.12471296951704634622616791355 0.412452726812180462539193861488
342.054877510363585451403825094 0.0663938371175564431524105456925 0.0641458964324376821557607782769
344.661702940252337044181188098 1.88772722796955570580163147116 0.0559575743623274407577506836163
346.347870566009947395936459816 -0.114033688749947834060522151548 0.577612435567422771218260140436
347.272677584420484475797094888 2.72678751116695385221189618602 -2.44009964899914693902469070693
349.316260870696144123155555734 0.203282771075063435930183180632 0.00692350365032800983062889285477
350.408419349192099187671953234 2.82152603280456292325057999401 0.641495883082409773141416550476
351.878649025359280436713393077 2.55821322145906515869602293996 -1.79383638818997517333276374552
353.488900488718806783603768609 -0.199241321158809112651469092385 -0.754774456541235440655378519324
356.017574977264947317960361961 0.798210411149713650159567107889 0.733818012267222626999524956251
357.151302252039624809602928232 2.21736772178760810732270132540 2.32810998472881191562264104778
357.952685101632273755128918983 0.429576369654240500380254684076 -2.05860942482821042233113330511
